Sentence,Region,DataSource,Country,is_synthetic,text_clean,word_count
ما عندلي وقت لازم أشوف فيلم، مش هاظبط نفسي لأني بس عايز أشتغل بعد.,EGY,SYNTHETIC,NA,True,ما عندلي وقت لازم اشوف فيلم، مش هاظبط نفسي لاني بس عايز اشتغل بعد,14
مش حابب اتكلم عن الموضوع، اترك ليه هاد الحيرة ديل وانا عايز افكر فيها.,EGY,SYNTHETIC,NA,True,مش حابب اتكلم عن الموضوع، اترك ليه هاد الحيره ديل وانا عايز افكر فيها,14
محدش بقاله يخاف على صحتي ولا على كرامتي، مش بعدي إلا القليل.,EGY,SYNTHETIC,NA,True,محدش بقاله يخاف علي صحتي ولا علي كرامتي، مش بعدي الا القليل,12
مفيش حاجة بتعني الكذب أو الغش أو الهوان، مش كده قاعدة حياة.,EGY,SYNTHETIC,NA,True,مفيش حاجه بتعني الكذب او الغش او الهوان، مش كده قاعده حياه,12
أنا بعتضد على زوجي في كل شيء، مش هاعاني من وجع في البيت.,EGY,SYNTHETIC,NA,True,انا بعتضد علي زوجي في كل شيء، مش هاعاني من وجع في البيت,13
المصريين مش بتاعهم الفرح، لكن مش بيتاعهم الغضب والأزمات أيضًا.,EGY,SYNTHETIC,NA,True,المصريين مش بتاعهم الفرح، لكن مش بيتاعهم الغضب والازمات ايضا,10
مش عايز أشتغل في التلفاز، حبيت لو بعتضدت بيحبلي كده في الحياة.,EGY,SYNTHETIC,NA,True,مش عايز اشتغل في التلفاز، حبيت لو بعتضدت بيحبلي كده في الحياه,12
كده مش حاجة فاضية في حياتي، أنا عايز أكون راحل ومليء بالسعادة.,EGY,SYNTHETIC,NA,True,كده مش حاجه فاضيه في حياتي، انا عايز اكون راحل ومليء بالسعاده,12
أنت تشتغل كده وتفكر في ناس كتير، مش عايز أبقى طول الوقت أفكر في الناس فقط.,EGY,SYNTHETIC,NA,True,انت تشتغل كده وتفكر في ناس كتير، مش عايز ابقي طول الوقت افكر في الناس فقط,16
الناس اللي مش بتاعهم الكراهية والغلاء، مش بيتاعهم الطفولة والعواطف أيضًا.,EGY,SYNTHETIC,NA,True,الناس اللي مش بتاعهم الكراهيه والغلاء، مش بيتاعهم الطفوله والعواطف ايضا,11
مش هاعوم في التعب، مش هاعوم في الهموم، هاعوم في السعادة بقدر الإمكان.,EGY,SYNTHETIC,NA,True,مش هاعوم في التعب، مش هاعوم في الهموم، هاعوم في السعاده بقدر الامكان,13
أنت قدمت لي الأمل والتفاؤل، مش هأكبر بدونك، عايز أبقى صغير كده معك.,EGY,SYNTHETIC,NA,True,انت قدمت لي الامل والتفاؤل، مش هاكبر بدونك، عايز ابقي صغير كده معك,13
أنتي بتقعدين في البيت تانية بس، مش بتنشرين الصور الجديدة؟,EGY,SYNTHETIC,NA,True,انتي بتقعدين في البيت تانيه بس، مش بتنشرين الصور الجديده؟,10
داك الصراخ معاهم فعلاً يكسر الروتين، مش يعمل حاجة لازمة.,EGY,SYNTHETIC,NA,True,داك الصراخ معاهم فعلا يكسر الروتين، مش يعمل حاجه لازمه,10
يعني كده اللي حصل، ناس تاعبيرة تاني في المدرسة؟,EGY,SYNTHETIC,NA,True,يعني كده اللي حصل، ناس تاعبيره تاني في المدرسه؟,9
البرتقال ده ماشي طعمه كويس، مش هانايمضي يومي بدونه.,EGY,SYNTHETIC,NA,True,البرتقال ده ماشي طعمه كويس، مش هانايمضي يومي بدونه,9
انا عايز اعرف ازاي تقدر تطلع نفسك من الأفكار السلبية.,EGY,SYNTHETIC,NA,True,انا عايز اعرف ازاي تقدر تطلع نفسك من الافكار السلبيه,10
مش هابعد عنك لأخر شهر رمضان، بس احسن تعرفين الحمد لله ما حدث أسوأ.,EGY,SYNTHETIC,NA,True,مش هابعد عنك لاخر شهر رمضان، بس احسن تعرفين الحمد لله ما حدث اسوا,14
هو انتي راضية عن اللي جات عليك بالكرباج اليوم؟,EGY,SYNTHETIC,NA,True,هو انتي راضيه عن اللي جات عليك بالكرباج اليوم؟,9
الحلقة دي مش بتغير رأيك بتاعك ولا تانية، ما بقى عندك تفكير خاص بخصوصها.,EGY,SYNTHETIC,NA,True,الحلقه دي مش بتغير رايك بتاعك ولا تانيه، ما بقي عندك تفكير خاص بخصوصها,14
انا خرجت يومي اللي فجر، مش عايز اتمنى شوية هدوء في الدنيا.,EGY,SYNTHETIC,NA,True,انا خرجت يومي اللي فجر، مش عايز اتمني شويه هدوء في الدنيا,12
أنا مش بقى أعمل كده انتي ما تكوني في عجلة من أمري.,EGY,SYNTHETIC,NA,True,انا مش بقي اعمل كده انتي ما تكوني في عجله من امري,12
هالطعنة كانت مسكينة، مش تاني في حياتي اشعر بالحزن.,EGY,SYNTHETIC,NA,True,هالطعنه كانت مسكينه، مش تاني في حياتي اشعر بالحزن,9
هو انتي بتكلمين ايه معانا عن الصدفة اللي حصلت بينك وبين صديقتك؟,EGY,SYNTHETIC,NA,True,هو انتي بتكلمين ايه معانا عن الصدفه اللي حصلت بينك وبين صديقتك؟,12
انا عايز اعرف ما بتفضل ازاى بالتفصيل انا بس مش عايز اعرف الاسم.,EGY,SYNTHETIC,NA,True,انا عايز اعرف ما بتفضل ازاي بالتفصيل انا بس مش عايز اعرف الاسم,13
هو انتي بتضحك تاني بعد ما كده، مش بس بس انتي بتضحك على شيء بسيط؟,EGY,SYNTHETIC,NA,True,هو انتي بتضحك تاني بعد ما كده، مش بس بس انتي بتضحك علي شيء بسيط؟,15
انا وايد ابغى اشتري حلوى للبنات,GLF,SYNTHETIC,NA,True,انا وايد ابغي اشتري حلوي للبنات,6
الناس بتتفرج على التيك توك وتتعلم,GLF,SYNTHETIC,NA,True,الناس بتتفرج علي التيك توك وتتعلم,6
شو القصة ورايا؟ مثلاً بقى في غرفة نوم برا,GLF,SYNTHETIC,NA,True,شو القصه ورايا؟ مثلا بقي في غرفه نوم برا,9
ما عندي فلوس، ايه اللي تقدر تنزل بديهي,GLF,SYNTHETIC,NA,True,ما عندي فلوس، ايه اللي تقدر تنزل بديهي,8
العمي لو كان بايدن رئيس علشان ما تكون فيه جائحة,GLF,SYNTHETIC,NA,True,العمي لو كان بايدن رئيس علشان ما تكون فيه جائحه,10
توظيف مشان الحمد الله، لكن شلون المدخرات بتبقى,GLF,SYNTHETIC,NA,True,توظيف مشان الحمد الله، لكن شلون المدخرات بتبقي,8
ما عندهم شي لفافات، هاد السحور ما يبقى لافات,GLF,SYNTHETIC,NA,True,ما عندهم شي لفافات، هاد السحور ما يبقي لافات,9
اللي يروح الشاونت لا يبقاش جايب شي,GLF,SYNTHETIC,NA,True,اللي يروح الشاونت لا يبقاش جايب شي,7
مين اللي فرح بالعمل الجيد ومش سعيد بيروح العرس ديله,GLF,SYNTHETIC,NA,True,مين اللي فرح بالعمل الجيد ومش سعيد بيروح العرس ديله,10
الزوجة ما تتقاعس في طبخ الاكل ولا تبخل به,GLF,SYNTHETIC,NA,True,الزوجه ما تتقاعس في طبخ الاكل ولا تبخل به,9
شلون الكاميرا بتقدر تظهر الشخصية والطبيعة معاها؟,GLF,SYNTHETIC,NA,True,شلون الكاميرا بتقدر تظهر الشخصيه والطبيعه معاها؟,7
انا ما عندني خبر في الطقس الباكر,GLF,SYNTHETIC,NA,True,انا ما عندني خبر في الطقس الباكر,7
شو اللي بتعمل بالترفيه عن الأطفال في الشارع؟,GLF,SYNTHETIC,NA,True,شو اللي بتعمل بالترفيه عن الاطفال في الشارع؟,8
مين اللي بنسب القصة ديال المريض في المستشفى؟,GLF,SYNTHETIC,NA,True,مين اللي بنسب القصه ديال المريض في المستشفي؟,8
الخروف ما طلع طاهراً، هاد اللي جاب الضحك على الجميع,GLF,SYNTHETIC,NA,True,الخروف ما طلع طاهرا، هاد اللي جاب الضحك علي الجميع,10
لو كان بدي اشتري حليب، كم سأدفع في الدكان,GLF,SYNTHETIC,NA,True,لو كان بدي اشتري حليب، كم سادفع في الدكان,9
الحاجة ديال الميزان اللي بينا وراها، ما تقدر تخدمني في حاجة,GLF,SYNTHETIC,NA,True,الحاجه ديال الميزان اللي بينا وراها، ما تقدر تخدمني في حاجه,11
ما عندي شي رغبة في تاني جينز، بقى جنب البلايزر الوحيد,GLF,SYNTHETIC,NA,True,ما عندي شي رغبه في تاني جينز، بقي جنب البلايزر الوحيد,11
الخنزير ما عنده برد، يعني ما يبقاش طازجاً بس قليل المذاق,GLF,SYNTHETIC,NA,True,الخنزير ما عنده برد، يعني ما يبقاش طازجا بس قليل المذاق,11
ليش الصوت ديله ما تشبه الاصوات الطبيعية في الفيديوهات؟,GLF,SYNTHETIC,NA,True,ليش الصوت ديله ما تشبه الاصوات الطبيعيه في الفيديوهات؟,9
وايد ما عرفت ارد على السؤال؟,GLF,SYNTHETIC,NA,True,وايد ما عرفت ارد علي السؤال؟,6
تراه الحدث ده جاي بيغير موقفه؟,GLF,SYNTHETIC,NA,True,تراه الحدث ده جاي بيغير موقفه؟,6
اغبى اروح تانية لبيت我妈 واصبر,GLF,SYNTHETIC,NA,True,اغبي اروح تانيه لبيت واصبر,5
شو اللي حدا ضحك على راسي قبل الفطور؟,GLF,SYNTHETIC,NA,True,شو اللي حدا ضحك علي راسي قبل الفطور؟,8
دايمًا ما عايز أشوف الصورة دي في الواتساب,GLF,SYNTHETIC,NA,True,دايما ما عايز اشوف الصوره دي في الواتساب,8
مو فضول منك انتي تعرفتي كل اللي جرا في البيت؟,GLF,SYNTHETIC,NA,True,مو فضول منك انتي تعرفتي كل اللي جرا في البيت؟,10
لو ما تقدر تجيب ورقة ناسية بسرعة وايد؟,GLF,SYNTHETIC,NA,True,لو ما تقدر تجيب ورقه ناسيه بسرعه وايد؟,8
شو اللي مراتنا كانت تقريظ عليهم في المدرسة؟,GLF,SYNTHETIC,NA,True,شو اللي مراتنا كانت تقريظ عليهم في المدرسه؟,8
أبغى اخلي العيون على الكاميرا واترك الصوت مشغل,GLF,SYNTHETIC,NA,True,ابغي اخلي العيون علي الكاميرا واترك الصوت مشغل,8
شلونك تانى تتعاملين مع زوجك في الشغل؟,GLF,SYNTHETIC,NA,True,شلونك تاني تتعاملين مع زوجك في الشغل؟,7
دايمًا ما فهمت كيف تعلمت التفكير السريع؟,GLF,SYNTHETIC,NA,True,دايما ما فهمت كيف تعلمت التفكير السريع؟,7
ما فهمت كلامه ده ممكن يكون خدمة انتقالية؟,GLF,SYNTHETIC,NA,True,ما فهمت كلامه ده ممكن يكون خدمه انتقاليه؟,8
لو عايز تشتري هاشتاج، ما تنسى أن تكون واضحًا,GLF,SYNTHETIC,NA,True,لو عايز تشتري هاشتاج، ما تنسي ان تكون واضحا,9
تراه تاني تدخلوا الجروبات والقائمة على الفيس بوك؟,GLF,SYNTHETIC,NA,True,تراه تاني تدخلوا الجروبات والقائمه علي الفيس بوك؟,8
ما ايد تعرفين أي دعاء قرأتي في رمضان ده؟,GLF,SYNTHETIC,NA,True,ما ايد تعرفين اي دعاء قراتي في رمضان ده؟,9
شو اللي تاني حدا أزعجته في العمل؟,GLF,SYNTHETIC,NA,True,شو اللي تاني حدا ازعجته في العمل؟,7
أبغى أسأل عن فعالية هذا الدواء على البشر؟,GLF,SYNTHETIC,NA,True,ابغي اسال عن فعاليه هذا الدواء علي البشر؟,8
لو شافتك في الطريق، ما تقولي له مفيش شي؟,GLF,SYNTHETIC,NA,True,لو شافتك في الطريق، ما تقولي له مفيش شي؟,9
مو فكرة مفيدة أصلاً أن نحكي أسرار الناس للناس؟,GLF,SYNTHETIC,NA,True,مو فكره مفيده اصلا ان نحكي اسرار الناس للناس؟,9
عايز اغطي الزين ده براي الناس وايد بس مش راضٍ عن جودة العشب,GLF,SYNTHETIC,NA,True,عايز اغطي الزين ده براي الناس وايد بس مش راض عن جوده العشب,13
مابعرف ما ابغى اجيب فيدوس عليه وايمان شو حالي بتاعته خلصت كمان,GLF,SYNTHETIC,NA,True,مابعرف ما ابغي اجيب فيدوس عليه وايمان شو حالي بتاعته خلصت كمان,12
كويس ناس التلفون اللي بستخدمناه طول الوقت والبراغماتية بتاعت الغادي محتاجة تغير,GLF,SYNTHETIC,NA,True,كويس ناس التلفون اللي بستخدمناه طول الوقت والبراغماتيه بتاعت الغادي محتاجه تغير,12
لو ما تقدر تعرف تانيه انا ما ابغى اشتري موبيل جديد وايمان هيروح مكتبي,GLF,SYNTHETIC,NA,True,لو ما تقدر تعرف تانيه انا ما ابغي اشتري موبيل جديد وايمان هيروح مكتبي,14
شو اللي حصل بين غادي وشقيقتي بعد ما حاولت تعرف معاها وايد كان عندو كلام مهم,GLF,SYNTHETIC,NA,True,شو اللي حصل بين غادي وشقيقتي بعد ما حاولت تعرف معاها وايد كان عندو كلام مهم,16
عايز اعرف ما بيفضل لو اخليش الغادي يركب دراجة نارية معاه وايمان ما تتفهم الفكرة,GLF,SYNTHETIC,NA,True,عايز اعرف ما بيفضل لو اخليش الغادي يركب دراجه ناريه معاه وايمان ما تتفهم الفكره,15
مش هاقعد اقرأ في الدوام ولا أشتغل وايمان هيعرف من هو اللي بيحترف بالضبط,GLF,SYNTHETIC,NA,True,مش هاقعد اقرا في الدوام ولا اشتغل وايمان هيعرف من هو اللي بيحترف بالضبط,14
شو اللي حصل بين اخوي واخيه بعدما حاولوا يجربوا التفاهم مع بعض وايد حرفوها وايدي,GLF,SYNTHETIC,NA,True,شو اللي حصل بين اخوي واخيه بعدما حاولوا يجربوا التفاهم مع بعض وايد حرفوها وايدي,15
ليش غادي مش هيتقي للناس بالطريق وايمان هيعرف انها بتعتذر من الناس,GLF,SYNTHETIC,NA,True,ليش غادي مش هيتقي للناس بالطريق وايمان هيعرف انها بتعتذر من الناس,12
ما فهمت كيف يقدر الغادي بيدي حدا ولا يبقى مع حدا في نفس الوقت وايمان هيعرف انها تانية,GLF,SYNTHETIC,NA,True,ما فهمت كيف يقدر الغادي بيدي حدا ولا يبقي مع حدا في نفس الوقت وايمان هيعرف انها تانيه,18
عايز اعرف ما بيفضل اخلي الغادي يبقى مع الست اللي بتوعه معايا وايمان هيعرف انها تانية,GLF,SYNTHETIC,NA,True,عايز اعرف ما بيفضل اخلي الغادي يبقي مع الست اللي بتوعه معايا وايمان هيعرف انها تانيه,16
تودي وايد ما طلع شي لازم يبقى بيننا واحنا بنعرف بعض وايمان هيعرف انها تانية,GLF,SYNTHETIC,NA,True,تودي وايد ما طلع شي لازم يبقي بيننا واحنا بنعرف بعض وايمان هيعرف انها تانيه,15
ما عادي انا اشتغل وايمان هيعرف انها ما اخليش الاشي اللي بيفضل يخليش معانا,GLF,SYNTHETIC,NA,True,ما عادي انا اشتغل وايمان هيعرف انها ما اخليش الاشي اللي بيفضل يخليش معانا,14
تراجعت وايد من قراري بس ما تحسنت الحياة وايمان هيعرف انها تانية,GLF,SYNTHETIC,NA,True,تراجعت وايد من قراري بس ما تحسنت الحياه وايمان هيعرف انها تانيه,12
أنا ما راح اخلي الغادي يتعرض لمشاكل كثيرة وايمان هيعرف انها تانية,GLF,SYNTHETIC,NA,True,انا ما راح اخلي الغادي يتعرض لمشاكل كثيره وايمان هيعرف انها تانيه,12
ما عادي انا بنشر الفيديوهات وايمان هيعرف انها تانية,GLF,SYNTHETIC,NA,True,ما عادي انا بنشر الفيديوهات وايمان هيعرف انها تانيه,9
أنا ما راح اشتغل وايمان هيعرف انها تانية,GLF,SYNTHETIC,NA,True,انا ما راح اشتغل وايمان هيعرف انها تانيه,8
ما فيش مشكلة اذا اخلي الغادي يبقى براي شخصي وايمان هيعرف انها تانية,GLF,SYNTHETIC,NA,True,ما فيش مشكله اذا اخلي الغادي يبقي براي شخصي وايمان هيعرف انها تانيه,13
ليش لا يمكن اتجوز شخص انا كنت افكر فيه وايمان هيعرف انها تانية,GLF,SYNTHETIC,NA,True,ليش لا يمكن اتجوز شخص انا كنت افكر فيه وايمان هيعرف انها تانيه,13
عايزين نجيب كمان وايد كده؟,GLF,SYNTHETIC,NA,True,عايزين نجيب كمان وايد كده؟,5
عايزين اعرف شو جوا الصيف ده,GLF,SYNTHETIC,NA,True,عايزين اعرف شو جوا الصيف ده,6
عايزين تراه يوصل للعمل وايد,GLF,SYNTHETIC,NA,True,عايزين تراه يوصل للعمل وايد,5
أنا ما فهمت هالرسالة دقيقة,GLF,SYNTHETIC,NA,True,انا ما فهمت هالرساله دقيقه,5
شو القصة وراء هالتجارة الجديدة؟,GLF,SYNTHETIC,NA,True,شو القصه وراء هالتجاره الجديده؟,5
هو مو بيعمل كده بس عشان ي earned المليارات,GLF,SYNTHETIC,NA,True,هو مو بيعمل كده بس عشان ي المليارات,8
مش هنقبل كده منكم في العقد,GLF,SYNTHETIC,NA,True,مش هنقبل كده منكم في العقد,6
انا عندي حاسة تانية بحال الشوارع دي,GLF,SYNTHETIC,NA,True,انا عندي حاسه تانيه بحال الشوارع دي,7
شو اللي جعله اهتم بالغداء الصحي,GLF,SYNTHETIC,NA,True,شو اللي جعله اهتم بالغداء الصحي,6
عايزين نعرف شنو حكاية الهجوم على المنشاة,GLF,SYNTHETIC,NA,True,عايزين نعرف شنو حكايه الهجوم علي المنشاه,7
أنا متأكد ان التغيير سيساهم في الازدهار,GLF,SYNTHETIC,NA,True,انا متاكد ان التغيير سيساهم في الازدهار,7
شو اللي جابه الكاتب على النحو الرائع في كتابه,GLF,SYNTHETIC,NA,True,شو اللي جابه الكاتب علي النحو الرائع في كتابه,9
أنا عندي تصور خاص لحل المشكله دي,GLF,SYNTHETIC,NA,True,انا عندي تصور خاص لحل المشكله دي,7
هو اللي اخده مني اموال العمل اللي كانت معروضة للبيع,GLF,SYNTHETIC,NA,True,هو اللي اخده مني اموال العمل اللي كانت معروضه للبيع,10
شو اللي جابهه على طلب الوظيفة دي في المؤسسة؟,GLF,SYNTHETIC,NA,True,شو اللي جابهه علي طلب الوظيفه دي في المؤسسه؟,9
ما فهمت كيف يقدر يشتري السندات دي بأقل سعر,GLF,SYNTHETIC,NA,True,ما فهمت كيف يقدر يشتري السندات دي باقل سعر,9
عايزين نعرف شنو اللي جابهه للعمل دي بعد الفشل,GLF,SYNTHETIC,NA,True,عايزين نعرف شنو اللي جابهه للعمل دي بعد الفشل,9
البيت بيروح البيت ومش هنعرف حكاية الاختفاء دي,GLF,SYNTHETIC,NA,True,البيت بيروح البيت ومش هنعرف حكايه الاختفاء دي,8
شو اللي جابهه على الفوز بهذا الحدث الرياضي؟,GLF,SYNTHETIC,NA,True,شو اللي جابهه علي الفوز بهذا الحدث الرياضي؟,8
أنا عندي حاسة خفية بان الشيء اللي جابهه على النجاح,GLF,SYNTHETIC,NA,True,انا عندي حاسه خفيه بان الشيء اللي جابهه علي النجاح,10
مش هونفخ في الصفيح برضه عشان الجوع اللي عندك وايد,GLF,SYNTHETIC,NA,True,مش هونفخ في الصفيح برضه عشان الجوع اللي عندك وايد,10
وايد ما شفتها التلفزيون، تراه ما طلع فيها شيء جديد,GLF,SYNTHETIC,NA,True,وايد ما شفتها التلفزيون، تراه ما طلع فيها شيء جديد,10
شوف القمر ساطع، ابغى اروح الساحل وايده للراحة,GLF,SYNTHETIC,NA,True,شوف القمر ساطع، ابغي اروح الساحل وايده للراحه,8
هو في العمل عندي مو بخير، تراه ما في حال غيرها معايا,GLF,SYNTHETIC,NA,True,هو في العمل عندي مو بخير، تراه ما في حال غيرها معايا,12
ما ادرى لما يزعل الناس، ترى انا لو زعلت كذا ما يكونوا يستحملوني,GLF,SYNTHETIC,NA,True,ما ادري لما يزعل الناس، تري انا لو زعلت كذا ما يكونوا يستحملوني,13
شو اللي حصل بين صديقيين قبل يوم، وايد ما اعرف معلومات دقيقة عنهما,GLF,SYNTHETIC,NA,True,شو اللي حصل بين صديقيين قبل يوم، وايد ما اعرف معلومات دقيقه عنهما,13
ما اتفقش على شيء مع النجار، تراه كان جاهز للتفاوض والحل,GLF,SYNTHETIC,NA,True,ما اتفقش علي شيء مع النجار، تراه كان جاهز للتفاوض والحل,11
ليش كل الصباح اشعر بالتعب، ترى هو بسبب القيل والقال,GLF,SYNTHETIC,NA,True,ليش كل الصباح اشعر بالتعب، تري هو بسبب القيل والقال,10
معانا الليالي دي، ابغى نشوف فيلم كوميدي وايده يخفف من الضغط,GLF,SYNTHETIC,NA,True,معانا الليالي دي، ابغي نشوف فيلم كوميدي وايده يخفف من الضغط,11
هو في الاكل اللي عندي، تراه اذا اشتريت خضارا م新鲜 أقوى وأكثر قيمة غذائيا,GLF,SYNTHETIC,NA,True,هو في الاكل اللي عندي، تراه اذا اشتريت خضارا م اقوي واكثر قيمه غذائيا,14
شو اللي حصل عند الفلاح، وايد ما عرفت من المزارعين حتى يكونوا مشيرين,GLF,SYNTHETIC,NA,True,شو اللي حصل عند الفلاح، وايد ما عرفت من المزارعين حتي يكونوا مشيرين,13
من قال ما يكونوا حاسرين، تراه اللي ما حاسبهم على ذنب غيرهم,GLF,SYNTHETIC,NA,True,من قال ما يكونوا حاسرين، تراه اللي ما حاسبهم علي ذنب غيرهم,12
في الشوارع الحارة، تراه الناس تقضي الوقت في الدراجات الهوائية وايده,GLF,SYNTHETIC,NA,True,في الشوارع الحاره، تراه الناس تقضي الوقت في الدراجات الهوائيه وايده,11
هو في اجتماع في العمل، تراه يجلس ويتأمل لحظة توقف الاتصالات,GLF,SYNTHETIC,NA,True,هو في اجتماع في العمل، تراه يجلس ويتامل لحظه توقف الاتصالات,11
أول ما استيقظت، تراه النافذه تطل على حقول الخضروات وايده جميلة,GLF,SYNTHETIC,NA,True,اول ما استيقظت، تراه النافذه تطل علي حقول الخضروات وايده جميله,11
ما ادرى من صوت الجرس الصاخب، تراه من باب المنزل او من الطابق العلوي,GLF,SYNTHETIC,NA,True,ما ادري من صوت الجرس الصاخب، تراه من باب المنزل او من الطابق العلوي,14
أنا بحب الصيف، تراه اللي بيوم حار ومشمس وايده مميز جداً,GLF,SYNTHETIC,NA,True,انا بحب الصيف، تراه اللي بيوم حار ومشمس وايده مميز جدا,11
لو تعرف اللي حصل بيني وبين صديق، تراه افكر في الموضوع ولا اتكلم عنه,GLF,SYNTHETIC,NA,True,لو تعرف اللي حصل بيني وبين صديق، تراه افكر في الموضوع ولا اتكلم عنه,14
هو اللي اخلى بيت ورحيله عن القرية، تراه من الصور القديمة وال nostalgيا,GLF,SYNTHETIC,NA,True,هو اللي اخلي بيت ورحيله عن القريه، تراه من الصور القديمه وال يا,13
أنا ما شفت صور حفل الزفاف، تراه حافظ عليها وايده في الذاكرة قوي.,GLF,SYNTHETIC,NA,True,انا ما شفت صور حفل الزفاف، تراه حافظ عليها وايده في الذاكره قوي,13
دا اللي مافهمته وايد انا كنت اظن ان الموضوع مستمر,GLF,SYNTHETIC,NA,True,دا اللي مافهمته وايد انا كنت اظن ان الموضوع مستمر,10
تودي تعرف مين هو المغرم بالسعودية وايد,GLF,SYNTHETIC,NA,True,تودي تعرف مين هو المغرم بالسعوديه وايد,7
الموضوع ده حلو جدًا وايد شنو اللي ممكن يسبب القلق,GLF,SYNTHETIC,NA,True,الموضوع ده حلو جدا وايد شنو اللي ممكن يسبب القلق,10
شو بدربك للعمل وايد مش بتكلم عن اجازتك,GLF,SYNTHETIC,NA,True,شو بدربك للعمل وايد مش بتكلم عن اجازتك,8
محدش فهم طبعاً وايد هو اللي فهمه صح كان بياعو السجائر,GLF,SYNTHETIC,NA,True,محدش فهم طبعا وايد هو اللي فهمه صح كان بياعو السجائر,11
مفيش حاجة تانية بتحبها الا الطبيعة والرمال وايد,GLF,SYNTHETIC,NA,True,مفيش حاجه تانيه بتحبها الا الطبيعه والرمال وايد,8
ما زعلت على الراجل بعد ما قال لي ده وايد عايزا اقدر ارجع تاني,GLF,SYNTHETIC,NA,True,ما زعلت علي الراجل بعد ما قال لي ده وايد عايزا اقدر ارجع تاني,14
شكو رأيك في الصحفية الجديدة وايد مافهمتها من كلامها,GLF,SYNTHETIC,NA,True,شكو رايك في الصحفيه الجديده وايد مافهمتها من كلامها,9
لو بقيت هنا وايد لما بسكتة على الحرامي وايد,GLF,SYNTHETIC,NA,True,لو بقيت هنا وايد لما بسكته علي الحرامي وايد,9
البلازا بتاعتي وايد مازالت بتعمل خدمة الجوال بشكل طبيعي,GLF,SYNTHETIC,NA,True,البلازا بتاعتي وايد مازالت بتعمل خدمه الجوال بشكل طبيعي,9
ده الموقف ما يرضي الناس بالسعودية وايد,GLF,SYNTHETIC,NA,True,ده الموقف ما يرضي الناس بالسعوديه وايد,7
الناس كلها تقول بس الحادثة دي وايد مش قابلة للتفكر,GLF,SYNTHETIC,NA,True,الناس كلها تقول بس الحادثه دي وايد مش قابله للتفكر,10
أكيد الفرقة دي تاني ما بتفرق بين الشباب وايد,GLF,SYNTHETIC,NA,True,اكيد الفرقه دي تاني ما بتفرق بين الشباب وايد,9
تاني ما أفهم مين اللي قاعد يشتري السجائر وايد,GLF,SYNTHETIC,NA,True,تاني ما افهم مين اللي قاعد يشتري السجائر وايد,9
أكيد اخدت صور اللي كشفت عليهم وايد وانتي كمان تزورين,GLF,SYNTHETIC,NA,True,اكيد اخدت صور اللي كشفت عليهم وايد وانتي كمان تزورين,10
ده اللي جابني لانهاية الشغل وايد هو اللي جابني للاجازة,GLF,SYNTHETIC,NA,True,ده اللي جابني لانهايه الشغل وايد هو اللي جابني للاجازه,10
الجديد ده تاني بيعملوا تغييرات وايد بس مش عجبني كلامهم,GLF,SYNTHETIC,NA,True,الجديد ده تاني بيعملوا تغييرات وايد بس مش عجبني كلامهم,10
الخطة دي اللي جابتني لو عملت تاجرا وايد لا أتمنى اشتغل فيها,GLF,SYNTHETIC,NA,True,الخطه دي اللي جابتني لو عملت تاجرا وايد لا اتمني اشتغل فيها,12
الكلام ده ما يقنعني ولا يريحني وايد انا محتاجة إيجابية تاني,GLF,SYNTHETIC,NA,True,الكلام ده ما يقنعني ولا يريحني وايد انا محتاجه ايجابيه تاني,11
عايز اعرف كيف تكوني ناويت اكل الكباب ده,GLF,SYNTHETIC,NA,True,عايز اعرف كيف تكوني ناويت اكل الكباب ده,8
تانيه ما فيش فايدة اشوف هاد الفيديو الجديد على انستغرام,GLF,SYNTHETIC,NA,True,تانيه ما فيش فايده اشوف هاد الفيديو الجديد علي انستغرام,10
تلاقينا ناس بتقول لو كان عندنا زينة في البيت مشان البيت يكون مريح,GLF,SYNTHETIC,NA,True,تلاقينا ناس بتقول لو كان عندنا زينه في البيت مشان البيت يكون مريح,13
أحلى لحظة وايد شفتك ترتاحين عشان اللي بيمر في حياة,GLF,SYNTHETIC,NA,True,احلي لحظه وايد شفتك ترتاحين عشان اللي بيمر في حياه,10
شو اللي جات على قلبي ورايا تانيه ما عرفته الا بعد طول سكران,GLF,SYNTHETIC,NA,True,شو اللي جات علي قلبي ورايا تانيه ما عرفته الا بعد طول سكران,13
شوفت شاباً جميل بجد وايد بنتي تروح مكتبه تاني يوم,GLF,SYNTHETIC,NA,True,شوفت شابا جميل بجد وايد بنتي تروح مكتبه تاني يوم,10
معانا في البيت خلصنا نحكي على الطاولة عن كل حاجة وايد,GLF,SYNTHETIC,NA,True,معانا في البيت خلصنا نحكي علي الطاوله عن كل حاجه وايد,11
لو كانت حبيبي بتعرف شي تاني عن حياتي لما تجديها بتكلمني عن الأشياء البسيطة,GLF,SYNTHETIC,NA,True,لو كانت حبيبي بتعرف شي تاني عن حياتي لما تجديها بتكلمني عن الاشياء البسيطه,14
أنا محتاجين شوية وقت نروح البيت ولا نشبع العظام بالعمل وايد,GLF,SYNTHETIC,NA,True,انا محتاجين شويه وقت نروح البيت ولا نشبع العظام بالعمل وايد,11
أنا بقاش غاضب ورايا ما أنتِ بتعديني على شيء من حبيبي,GLF,SYNTHETIC,NA,True,انا بقاش غاضب ورايا ما انت بتعديني علي شيء من حبيبي,11
